1402283.033,451745.9534,2405
1433886.99,451303.1237,1643
1434569.701,447567.3254,2154
1435675.965,445586.8507,1253
1429887.754,447174.997,1758
1419515.623,448973.5207,3025
1413138.174,429135.5938,1570
1411311.613,433678.9065,4129
1395748.731,437758.7189,4376
1405125.276,441180.2615,5413
1400936.291,429678.5199,2795
1395655.836,430010.7234,3426
1388831.046,431701.1049,3432
1381736.438,448771.1215,6170
1385622.064,440645.0681,4312
1390166.663,438503.922,2227
1388536.735,447904.5536,5478
1381434.346,426081.8863,3721
1380848.4,438851.419,5646
1383887.882,430712.5087,4879
1379345.614,423302.2947,1198
1376800.519,428295.6608,2127
1372184.62,435274.667,2599
1373670.234,449260.3699,4290
1375822.678,441779.059,4611
1360537.67,446716.4791,5370
1366912.424,445076.4578,4408
1369598.275,446502.292,4156
1361002.275,436813.4208,3171
1364830.335,432912.9919,2486
1367524.719,438431.0276,2135
1364045.736,440450.2743,4600
1360095.47,429716.9004,3197
1358941.205,434415.1496,1919
1358088,430831.2876,3213
1355448.274,435100.6859,1914
1355283.695,432586.8762,2767
1351671.909,435651.9218,1692
1347532.579,437728.6324,2429
1348939.706,449084.1574,5760
1326849.758,466912.2576,1444
1324814.919,448801.362,3837
1321383.299,454249.506,1657
1318367.62,461405.5157,1632
1315384.314,458433.6333,1281
1311303.654,455134.2061,2636
1330242.747,438117.5275,3056
1327875.614,441346.7466,2586
1313910.671,448210.6125,3843
1319188.604,442691.4346,5697
1304033.292,448494.8093,3417
1308932.308,439897.8579,4960
1322442.944,430186.9444,7331
1295867.396,427085.608,5307
1320182.223,407338.6581,1944
1317355.878,415765.0697,6949
1321235.977,397968.8808,1432
1330770.475,386441.378,3742
1324377.005,381444.5895,6886
1338491.513,371374.8689,4488
1341221.211,383239.8571,1449
1344469.789,381252.2953,3686
1336376.127,397409.2089,7620
1336584.084,432834.9664,1627
1336100.112,423356.2376,5785
1337404.274,412820.5309,6205
1345467.856,407544.0955,743
1344909.42,429473.673,4509
1345944.264,421403.3773,3426
1343333.662,436063.2092,1097
1353814.986,427966.2824,2821
1353179.507,424030.9495,3509
1353708.69,421182.2841,2523
1354695.576,413344.6803,3308
1357911.993,422462.8835,3552
1354659.987,411052.4761,2383
1353454.428,408216.7641,3537
1348751.092,402186.4117,1711
1347080.27,399571.7838,2326
1351597.746,398573.8543,3916
1358379.231,403126.1282,4653
1350255.429,390407.1802,3968
1348676.6,385720.1096,3019
1356766.644,396083.9798,3529
1353933.562,398006.8453,3001
1349120.702,395449.1106,3485
1347585.517,394085.2227,1324
1363329.392,396473.9448,2422
1361748.739,394841.3547,2337
1364080.838,394047.0192,1891
1362626.325,392373.7343,1905
1359214.993,394250.0248,4623
1359709.931,390123.4986,3085
1364717.874,389472.323,5584
1361206.791,386568.7036,3631
1361332.19,381953.4109,3708
1357821.999,384440.8542,3905
1355980.962,391285.7762,3795
1353799.3,386604.3432,4689
1351922.649,381126.3401,3494
1354018.166,375266.5265,3645
1346018.6,377059.2084,2558
1346082.186,370025.568,5127
1350486.568,365696.0029,4561
1361577.848,377506.9581,4544
1362684.283,373853.9442,1575
1357024.463,369262.3291,4772
1363149.199,369169.7287,4630
1359450.006,363402.3051,3987
1358921.188,360173.9103,5759
1368674.417,374904.9302,3922
1366202.191,365094.3794,3133
1366642.874,384889.6303,4967
1368974.083,383800.5342,3326
1371557.453,381443.7875,3547
1374881.962,384029.2812,4369
1379164.131,380585.1984,6004
1378308.885,386561.7805,4344
1380870.823,386719.3024,5254
1369174.817,389396.3652,2004
1377388.456,374980.8245,5115
1372954.768,376251.6841,3092
1383392.049,380529.9648,3727
1383212.092,395063.0559,3192
1386395.786,389034.291,4677
1377443.169,400528.4122,3399
1395989.761,395133.4908,1784
1398542.122,398561.3292,3144
1402228.442,398068.0861,3568
1399852.147,389377.5486,5613
1400920.84,393023.2626,2170
1404986.761,395993.6647,1211
1413860.272,388003.9679,2226
1416280.762,383814.6179,1932
1415303.358,382417.3785,1398
1403359.931,377862.746,1864
1404494.778,390918.8052,2244
1408537.33,392393.6872,3440
1404346.08,384886.4469,2233
1410192.181,382310.4334,4217
1391347.297,381087.6031,3030
1394946.983,373386.3849,5073
1386424.847,370500.1994,4398
1381260.427,370876.1553,3886
1369376.182,358951.9055,4817
1374824.468,366021.0642,3753
1377796.434,354272.8079,4934
1385792.487,360081.8943,6661
1395672.663,363193.7469,1993
1404985.402,360557.8315,1987
1404992.119,356390.1231,2605
1401907.572,355000.2423,2160
1403563.723,348907.3958,1391
1399069.514,332539.4152,3356
1422592.385,348168.5504,3027
1416896.037,339079.8009,4394
1425375.292,358191.9891,5876
1412720.748,358921.6371,1021
1411955.402,368011.1797,2537
1404327.532,370884.7831,1595
1404423.18,366689.2702,2859
1408428.956,372741.2428,3785
1419729.327,365407.2891,1682
1424284.076,376240.6917,5984
1420795.809,389203.3572,5575
1426827.391,389687.0774,2140
1426184.159,393107.9513,1766
1423122.684,398430.4121,5324
1418367.312,394280.7503,1827
1416507.096,397204.8552,2454
1413573.711,395244.0793,1411
1411075.272,399107.295,964
1409875.505,396312.1548,1989
1406533.367,399709.4766,2190
1407311.54,402335.6459,2464
1407084.259,404766.6641,2396
1403522.97,402244.74,1863
1403025.069,405260.7516,2209
1404627.561,407013.9491,1373
1407063.628,407214.5557,1720
1411661.762,402139.2972,1733
1412776.985,405810.2516,3479
1417777.831,409589.1539,3009
1424797.71,406593.9769,3224
1419706.354,402341.1118,3112
1435919.186,413727.1634,4637
1430205.243,404512.5053,4358
1439370.621,400961.0027,4250
1433070.784,400646.8169,4225
1448183.213,403726.8333,2871
1443739.265,396243.4113,4004
1447804.16,410591.3931,4221
1435676.901,397849.7869,3270
1409876.464,422236.729,3978
1414709.02,418321.4943,3901
1420078.547,421874.7653,4061
1420188.292,415850.615,5002
1426718.163,421569.1978,4830
1432309.526,418478.2545,1462
1426017.79,413804.6545,4876
1424863.214,433202.1288,4302
1430436.178,428059.7597,5029
1418799.578,427658.9077,4798
1418272.755,433694.2156,2560
1421888.01,438042.0395,2040
1417522.919,437772.8059,2110
1420255.039,440974.6176,2248
1439370.182,440026.3284,6977
1451684.437,431859.9537,2148
1441517.053,427245.5384,3744
1442931.959,419708.047,4810
1452351.539,422339.7185,4541
1454417.104,417120.5091,5238
1414145.468,376729.3682,1740
1418687.639,377522.8824,3677
1420834.115,370750.5863,2570
1414656.344,379183.3907,1614
1417131.463,374153.9067,2697
1410823.268,375621.2223,1485
1407085.059,377175.0186,915
1414222.304,374292.4188,2184
1416102.422,371039.2704,2755
1404292.424,412030.9806,1652
1403945.955,409528.7885,2447
1406045.285,410432.8153,939
1408275.395,408961.279,1431
1408316.602,412652.7057,898
1406483.773,412529.1184,1302
1412198.05,414018.9742,4073
1410331.302,410301.381,3124
1382843.196,401696.5925,2124
1380669.847,399735.2689,868
1403576.27,421460.9238,2639
1386646.784,415079.3923,2988
1392146.415,399205.5652,3680
1372785.505,401169.373,2622
1359295.791,417983.4219,3083
1363483.186,412510.3208,2726
1371076.615,415510.76,1754
1353693.615,405301.8554,1668
1388060.974,396186.3182,1698
1351318.423,416366.5982,3275
1361462.891,408099.3994,3851
1374406.971,415785.5464,2300
1334199.229,456455.8755,1329
1340012.772,442908.9136,3621
1416769.828,401898.1409,3909
1306586.878,403015.7831,5902
1349482.175,407239.9479,945
1430065.027,370565.0696,2311
1431238.937,386539.3234,5459
1393805.689,349815.4494,3026
1404076.944,427920.7545,220
1397892.721,425465.5817,27
1399878.252,407724.2493,0
1368533.28,426507.4662,0
1389745.355,408638.5509,4
1366029.464,415656.9759,3
1370406.254,410353.5353,12
1383618.607,407915.4353,0
1362290.237,421057.6326,2135
1388236.948,422781.3252,0
1399793.516,411185.2339,5
1370765.86,413520.167,0
1402668.258,425086.5849,311
1386338.868,412408.6769,4516
