1377811.01,409430.2027,6294
1373707.717,411340.9785,4060
1378989.933,416152.1724,747
1378251.935,411972.5746,2225
1383076.103,410895.0991,1717
1387865.255,413412.7488,2098
1385964.18,410645.0463,3629
1386958.568,409573.5001,2193
1385334.21,408356.3744,2921
1381325.241,413709.5458,1760
1385019.579,415609.645,1884
1380937.68,414934.1479,1349
1382784.964,412458.2914,1965
1380275.942,411529.519,327
1383667.284,420045.5409,2572
1383270.341,417285.183,1331
1391838.338,414566.2449,2000
1393622.057,416429.0047,3106
1394566.711,415404.9776,2118
1396178.273,416548.0422,1850
1389973.225,415066.8952,4488
1387432.029,418024.6056,1710
1388910.882,416662.0388,1551
1390681.634,418025.6492,2055
1392159.5,418271.4509,1840
1389432.065,419073.8796,1701
1384617.454,423682.4761,1794
1385884.845,421319.4354,2981
1387028.267,419634.6981,1652
1391581.849,424173.3881,2256
1388089.536,426720.3714,2754
1394471.473,427033.5757,3262
1390867.227,421729.0747,990
1390352.457,420468.2931,1539
1391658.856,426736.7781,2505
1395410.541,423503.6019,4260
1397488.267,422417.1557,2523
1394982.275,421119.849,2494
1392919.78,420452.5974,1437
1394875.645,418657.7509,3043
1400985.982,421124.4109,1785
1398856.969,419696.4327,734
1400611.214,417502.0181,850
1398062.954,417909.7495,907
1404854.558,417332.9735,1948
1403512.662,417162.4949,1423
1402547.835,415704.342,1294
1404902.656,414605.9,982
1408537.456,415282.2301,2859
1391169.769,411652.9369,5306
1394285.649,413418.8876,2321
1396102.879,411058.6582,3709
1397240.172,413906.8517,2325
1401050.965,414660.2248,1732
1401205.102,412557.6461,3084
1396857.306,408062.1639,4687
1402137.065,407792.8204,1033
1399989.6,403397.8667,1345
1393606.422,408202.1673,5411
1396150.662,403722.4966,5940
1389048.196,405242.4908,2621
1392177.054,404780.0441,5069
1381513.462,403917.7482,2803
1383506.92,405338.6911,3314
1377800.071,407276.6471,2978
1377816.391,404698.221,1780
1375297.085,404842.9832,2558
1373208.323,405511.3396,2260
1369583.763,408635.4819,1988
1366777.975,409589.9199,2522
1370504.429,406546.8423,2586
1370520.692,404060.4354,1909
1367035.457,402990.2215,4458
1369911.443,397997.5686,3677
1368689.077,392608.4867,5261
1367132.704,395302.0377,1952
1365850.214,398331.8433,3620
1356141.587,416667.7527,2910
1362486.065,400549.8126,3858
1366886.973,416913.8012,1944
1370957.796,417014.0299,1514
1378745.061,419080.0539,2283
1376976.42,421414.5513,840
1370542.8,417910.9409,1378
1367813.869,418510.0174,803
1372733.433,419430.1697,1270
1369082.428,429943.4001,2038
1370846.895,426389.1728,1733
1373339.056,424817.195,1545
1371940.453,430165.7588,1191
1370594.598,420522.3617,1883
1369410.35,422488.4254,1515
1375292.326,420956.6703,2456
1361917.155,427142.4777,2523
1363817.91,425128.2055,2091
1366019.42,420547.5567,1034
1365238.28,427961.6734,2807
1366139.184,423328.1895,3026
1359321.456,414063.2908,2519
1358709.695,411647.2349,1445
1375227.402,396139.0995,2217
1377835.736,396179.5947,4016
1378103.157,391906.2994,3889
1375412.107,401411.5407,4255
1396997.578,385512.3391,3499
1394794.301,391585.455,973
1375407.384,390907.2531,2168
1371875.218,394616.3708,2270
1373109.091,390133.6153,1514
1456048.796,484244.0701,4667
1451548.029,473007.1179,3057
1447860.234,475461.0259,2749
1447144.611,470527.1929,3244
1441828.082,469257.7496,4507
1436156.293,463554.2934,1392
1431764.493,470347.2324,1103
1440194.462,486001.5331,2338
1412112.604,485793.7485,5018
1411189.543,472754.6801,6871
1386984.395,488305.7396,5214
1387913.108,477833.4513,6228
1366873.277,485500.6244,12224
1353095.694,483395.1004,1202
1345094.138,486668.9163,7571
1345469.304,470498.573,8700
1350814.396,459477.1176,5362
1366904.834,470244.9653,7223
1363696.328,460921.4184,3682
1358906.414,462756.1606,2686
1362843.313,455444.36,4744
1373338.935,455180.6856,4258
1372838.567,462342.3738,6258
1393656.635,468040.2919,5253
1383448.343,466209.7317,7488
1390008.718,456518.0308,5735
1413109.749,461426.9814,4887
